"Camden city, New Jersey",2017,25195,16082,63.8,25527,15111,59.2,29667,16839,56.8,1595,23697,4675,19.7,4468,18.9,16154,37.1,18623,73.9
"Cape May city, New Jersey",2017,1341,822,61.3,1779,896,50.4,1426,317,22.2,32,691,67,9.7,422,61.1,396,17.2,1060,79
"Cape May Court House CDP, New Jersey",2017,2074,1338,64.5,2156,679,31.5,2153,448,20.8,154,1048,152,14.5,392,37.4,1276,32.5,1790,86.3
"Cape May Point borough, New Jersey",2017,113,54,47.8,94,38,40.4,110,10,9.1,0,15,13,86.7,2,13.3,38,20.9,107,94.7
"Carlstadt borough, New Jersey",2017,2328,1711,73.5,2670,1062,39.8,2833,1060,37.4,88,1393,483,34.7,341,24.5,1393,30.3,2145,92.1
"Carneys Point CDP, New Jersey",2017,2708,1632,60.3,2560,745,29.1,3347,1164,34.8,127,1400,341,24.4,415,29.6,1838,36.5,2249,83.1
"Carteret borough, New Jersey",2017,7958,5934,74.6,9326,3671,39.4,10258,3567,34.8,187,6560,1377,21,2068,31.5,5712,34.6,6663,83.7
"Cedar Glen Lakes CDP, New Jersey",2017,1089,406,37.3,669,91,13.6,883,66,7.5,0,10,0,0,10,100,699,45,649,59.6
"Cedar Glen West CDP, New Jersey",2017,784,200,25.5,379,95,25.1,661,46,7,0,16,0,0,16,100,571,57.4,501,63.9
"Cedarville CDP, New Jersey",2017,263,208,79.1,354,120,33.9,369,162,43.9,0,221,46,20.8,38,17.2,231,39.8,239,90.9
"Chatham borough, New Jersey",2017,2870,2276,79.3,3202,800,25,3348,701,20.9,27,3102,673,21.7,340,11,621,11.1,2739,95.4
"Cherry Hill Mall CDP, New Jersey",2017,5143,3459,67.3,5393,1889,35,6201,1764,28.4,181,3343,848,25.4,908,27.2,1942,19.8,4786,93.1
"Chesilhurst borough, New Jersey",2017,584,339,58,725,285,39.3,756,232,30.7,24,255,75,29.4,58,22.7,535,41.2,438,75
"Chester borough, New Jersey",2017,559,398,71.2,595,223,37.5,653,152,23.3,7,474,128,27,119,25.1,212,20.8,496,88.7
"Clayton borough, New Jersey",2017,2986,2213,74.1,3300,1307,39.6,3568,985,27.6,59,2032,431,21.2,385,18.9,2181,39.2,2616,87.6
"Clearbrook Park CDP, New Jersey",2017,2020,927,45.9,1239,58,4.7,1778,103,5.8,0,75,3,4,0,0,1329,44.1,1630,80.7
"Clementon borough, New Jersey",2017,1898,1180,62.2,1662,613,36.9,2345,902,38.5,69,1217,175,14.4,379,31.1,1133,33.6,1572,82.8
"Cliffside Park borough, New Jersey",2017,10577,6793,64.2,9949,3190,32.1,11653,3494,30,205,4314,895,20.7,1236,28.7,5587,28.8,9339,88.3
"Cliffwood Beach CDP, New Jersey",2017,1100,792,72,1153,407,35.3,1394,447,32.1,23,828,193,23.3,195,23.6,785,36,1054,95.8
"Clifton city, New Jersey",2017,29078,20497,70.5,34069,12875,37.8,37479,12909,34.4,972,21241,3972,18.7,7384,34.8,19213,32.2,24871,85.5
"Clinton town, New Jersey",2017,1014,652,64.3,1064,352,33.1,1133,260,22.9,31,699,186,26.6,123,17.6,368,20.6,975,96.2
"Closter borough, New Jersey",2017,2681,2351,87.7,3470,1121,32.3,3621,829,22.9,90,2434,721,29.6,413,17,1302,22.1,2577,96.1
"Clyde CDP, New Jersey",2017,80,80,100,112,36,32.1,111,38,34.2,0,39,18,46.2,7,17.9,86,43.7,72,90
"Collings Lakes CDP, New Jersey",2017,452,301,66.6,514,204,39.7,523,146,27.9,0,259,37,14.3,41,15.8,407,45.6,393,86.9
"Collingswood borough, New Jersey",2017,6023,3368,55.9,5684,2139,37.6,6013,2098,34.9,199,3066,448,14.6,1049,34.2,2616,25.1,5548,92.1
"Colonia CDP, New Jersey",2017,5851,4718,80.6,7076,2464,34.8,7689,2037,26.5,177,3708,981,26.5,1112,30,4087,32.7,5321,90.9
"Columbia CDP, New Jersey",2017,116,85,73.3,87,31,35.6,177,27,15.3,0,126,27,21.4,14,11.1,94,41.2,116,100
"Concordia CDP, New Jersey",2017,2111,965,45.7,1317,69,5.2,1921,120,6.2,16,129,0,0,95,73.6,831,25.8,1728,81.9
"Corbin City city, New Jersey",2017,177,133,75.1,206,62,30.1,217,52,24,4,113,29,25.7,36,31.9,158,44.1,166,93.8
"Country Lake Estates CDP, New Jersey",2017,1176,940,79.9,1556,642,41.3,1614,519,32.2,15,946,250,26.4,236,24.9,931,40.4,1058,90
"Cranbury CDP, New Jersey",2017,754,611,81,945,283,29.9,890,228,25.6,11,704,144,20.5,104,14.8,296,18.9,745,98.8
"Crandon Lakes CDP, New Jersey",2017,464,291,62.7,520,189,36.3,542,188,34.7,19,185,70,37.8,47,25.4,329,39.1,401,86.4
"Cresskill borough, New Jersey",2017,2987,2426,81.2,3512,1004,28.6,3416,535,15.7,103,2415,690,28.6,358,14.8,713,11.7,2858,95.7
"Crestwood Village CDP, New Jersey",2017,5574,1991,35.7,3081,409,13.3,4924,371,7.5,0,105,0,0,77,73.3,3440,43.4,3363,60.3
"Dayton CDP, New Jersey",2017,2329,2037,87.5,2761,829,30,3178,818,25.7,64,2406,589,24.5,570,23.7,935,19.6,2236,96
"Deal borough, New Jersey",2017,263,164,62.4,259,65,25.1,274,48,17.5,0,107,25,23.4,44,41.1,118,25.5,228,86.7
"Delaware CDP, New Jersey",2017,41,35,85.4,45,17,37.8,41,0,0,13,0,0,-,0,-,46,53.5,41,100
"Delaware Park CDP, New Jersey",2017,266,176,66.2,285,116,40.7,289,57,19.7,0,101,30,29.7,23,22.8,102,22.4,213,80.1
"Demarest borough, New Jersey",2017,1661,1361,81.9,1867,394,21.1,2098,511,24.4,29,1494,434,29,238,15.9,404,12.4,1576,94.9
"Diamond Beach CDP, New Jersey",2017,107,90,84.1,91,9,9.9,114,8,7,0,8,0,0,8,100,67,32.7,98,91.6
"Dover Beaches North CDP, New Jersey",2017,602,366,60.8,550,128,23.3,568,116,20.4,0,111,33,29.7,50,45,271,25.7,529,87.9
"Dover Beaches South CDP, New Jersey",2017,5318,3859,72.6,7806,3272,41.9,7133,2350,32.9,172,4485,909,20.3,1053,23.5,4377,34.4,4673,87.9
"Dover town, New Jersey",2017,809,447,55.3,772,198,25.6,703,79,11.2,0,134,36,26.9,67,50,446,31.7,670,82.8
"Dumont borough, New Jersey",2017,6282,4739,75.4,7095,2510,35.4,7640,1933,25.3,300,4078,927,22.7,1079,26.5,3756,29.3,5574,88.7
"Dunellen borough, New Jersey",2017,2428,1748,72,2613,909,34.8,3062,990,32.3,145,1879,346,18.4,334,17.8,1457,30.4,2291,94.4
"East Franklin CDP, New Jersey",2017,2384,1636,68.6,2900,1460,50.3,2779,1141,41.1,122,2155,626,29,602,27.9,1681,37.6,2114,88.7
"East Freehold CDP, New Jersey",2017,1603,1358,84.7,2084,593,28.5,2042,451,22.1,12,1300,170,13.1,498,38.3,695,20.7,1514,94.4
"East Millstone CDP, New Jersey",2017,207,134,64.7,242,98,40.5,224,16,7.1,19,156,36,23.1,68,43.6,58,13.7,191,92.3
"East Newark borough, New Jersey",2017,757,599,79.1,1087,536,49.3,1192,536,45,26,696,176,25.3,210,30.2,698,36.8,672,88.8
"East Orange city, New Jersey",2017,24195,13756,56.9,23486,12697,54.1,29237,15850,54.2,842,17411,3293,18.9,4963,28.5,16216,37.1,20542,84.9
"East Rocky Hill CDP, New Jersey",2017,116,86,74.1,99,23,23.2,140,25,17.9,0,0,0,-,0,-,45,18.8,98,84.5
"East Rutherford borough, New Jersey",2017,3850,2336,60.7,4021,1604,39.9,3952,1131,28.6,148,2002,447,22.3,546,27.3,1802,25.5,3446,89.5
"Eatontown borough, New Jersey",2017,5285,3105,58.8,5028,1664,33.1,5162,1422,27.5,157,2572,385,15,760,29.5,2978,33,4799,90.8
"Echelon CDP, New Jersey",2017,4810,2526,52.5,4605,1943,42.2,4647,1566,33.7,185,2540,412,16.2,818,32.2,1760,21.6,4232,88
"Edgewater borough, New Jersey",2017,5411,3269,60.4,4554,1078,23.7,5283,1323,25,149,2114,265,12.5,408,19.3,1495,16.4,5007,92.5
"Egg Harbor City city, New Jersey",2017,1370,971,70.9,1672,729,43.6,1538,456,29.6,38,1021,305,29.9,117,11.5,1182,44.4,1171,85.5
"Elizabeth city, New Jersey",2017,40219,28492,70.8,50191,23896,47.6,50872,21875,43,2121,33846,6970,20.6,6992,20.7,32202,39.1,33044,82.2
"Ellisburg CDP, New Jersey",2017,1793,994,55.4,1589,529,33.3,1949,446,22.9,60,860,240,27.9,188,21.9,795,25.3,1510,84.2
"Elmer borough, New Jersey",2017,501,382,76.2,538,171,31.8,573,163,28.4,31,366,69,18.9,66,18,363,38.4,426,85
"Elmwood Park borough, New Jersey",2017,6685,5120,76.6,8124,3069,37.8,8476,2583,30.5,163,5044,1186,23.5,1132,22.4,5305,37.9,6038,90.3
"Elwood CDP, New Jersey",2017,586,478,81.6,747,289,38.7,529,194,36.7,0,410,68,16.6,150,36.6,452,42.5,488,83.3
"Emerson borough, New Jersey",2017,2462,2075,84.3,3042,949,31.2,3373,780,23.1,63,2001,783,39.1,323,16.1,1191,22.7,2294,93.2
"Englewood city, New Jersey",2017,10644,6965,65.4,11044,3981,36,12322,4300,34.9,365,6319,1378,21.8,1462,23.1,5314,26,9680,90.9
"Englewood Cliffs borough, New Jersey",2017,1833,1545,84.3,2149,527,24.5,2208,349,15.8,51,1349,315,23.4,228,16.9,656,16.6,1736,94.7
"Englishtown borough, New Jersey",2017,755,535,70.9,757,235,31,961,260,27.1,14,556,104,18.7,121,21.8,433,29.5,666,88.2
"Erma CDP, New Jersey",2017,871,568,65.2,793,223,28.1,947,214,22.6,14,509,68,13.4,165,32.4,616,39.6,793,91
"Essex Fells borough, New Jersey",2017,735,601,81.8,796,189,23.7,872,178,20.4,6,605,194,32.1,80,13.2,134,9.4,715,97.3
"Estell Manor city, New Jersey",2017,602,484,80.4,755,259,34.3,743,210,28.3,0,351,107,30.5,92,26.2,420,34.2,562,93.4
"Fair Haven borough, New Jersey",2017,1889,1632,86.4,2088,493,23.6,2283,485,21.2,72,2273,634,27.9,252,11.1,390,10.7,1841,97.5
"Fair Lawn borough, New Jersey",2017,11611,9179,79.1,12846,3500,27.2,14547,3571,24.5,250,8400,1852,22,2180,26,4734,20.2,10750,92.6
"Fairton CDP, New Jersey",2017,418,276,66,403,145,36,428,125,29.2,25,208,44,21.2,53,25.5,379,54.2,316,75.6
"Fairview borough, New Jersey",2017,5515,3402,61.7,5803,2505,43.2,6445,1970,30.6,287,2555,500,19.6,797,31.2,3517,32.2,4469,81
"Fairview CDP, New Jersey",2017,1266,978,77.3,1516,501,33,1707,466,27.3,53,1006,261,25.9,212,21.1,595,22.3,1176,92.9
"Fanwood borough, New Jersey",2017,2531,2112,83.4,2649,687,25.9,3225,738,22.9,84,2209,524,23.7,305,13.8,1047,20.8,2339,92.4
"Far Hills borough, New Jersey",2017,333,246,73.9,409,126,30.8,351,83,23.6,13,214,68,31.8,58,27.1,81,12.8,313,94
"Farmingdale borough, New Jersey",2017,577,336,58.2,574,273,47.6,581,192,33,21,424,100,23.6,116,27.4,382,40.4,524,90.8
"Fieldsboro borough, New Jersey",2017,247,158,64,333,175,52.6,250,72,28.8,13,235,51,21.7,3,1.3,133,26.9,215,87
"Finderne CDP, New Jersey",2017,2221,1469,66.1,2215,705,31.8,2858,917,32.1,54,1439,285,19.8,349,24.3,1100,25.8,2010,90.5
"Finesville CDP, New Jersey",2017,100,92,92,99,0,0,108,11,10.2,0,99,11,11.1,0,0,73,37.2,100,100
"Flemington borough, New Jersey",2017,1790,1161,64.9,1760,535,30.4,1935,654,33.8,119,1045,262,25.1,179,17.1,973,30.2,1517,84.7
"Florence CDP, New Jersey",2017,1888,1137,60.2,1724,576,33.4,2092,683,32.6,94,1147,173,15.1,393,34.3,1211,38.1,1572,83.3
"Florham Park borough, New Jersey",2017,4114,2740,66.6,4675,1653,35.4,5679,2358,41.5,50,3716,454,12.2,2235,60.1,1104,14.2,3797,92.3
"Folsom borough, New Jersey",2017,633,475,75,749,247,33,735,158,21.5,30,406,107,26.4,70,17.2,491,38.4,557,88
"Fords CDP, New Jersey",2017,5306,4119,77.6,6371,2346,36.8,6518,1847,28.3,279,3324,727,21.9,756,22.7,3530,31.2,4682,88.2
"Forked River CDP, New Jersey",2017,1973,1313,66.5,1973,633,32.1,2071,599,28.9,58,958,335,35,120,12.5,1272,36.4,1758,89.1
"Fort Dix CDP, New Jersey",2017,891,691,77.6,5993,3113,51.9,961,278,28.9,51,1634,290,17.7,619,37.9,2078,35,887,99.6
"Fort Lee borough, New Jersey",2017,16649,10179,61.1,14087,3722,26.4,17750,4745,26.7,416,7417,1505,20.3,2249,30.3,5082,17.7,14957,89.8
"Franklin borough, New Jersey",2017,1937,1322,68.2,1956,625,32,2047,481,23.5,15,1033,257,24.9,182,17.6,1426,42,1654,85.4
"Franklin Center CDP, New Jersey",2017,2107,1616,76.7,2207,490,22.2,2399,355,14.8,22,692,128,18.5,308,44.5,984,23.4,2084,98.9
"Franklin Lakes borough, New Jersey",2017,3853,3197,83,4467,1211,27.1,4538,901,19.9,166,3066,830,27.1,661,21.6,1047,13.7,3724,96.7
"Franklin Park CDP, New Jersey",2017,5699,3507,61.5,5946,2083,35,6321,1973,31.2,149,3498,397,11.3,765,21.9,1743,15.8,5342,93.7
"Freehold borough, New Jersey",2017,3897,2624,67.3,4951,2315,46.8,4462,1637,36.7,200,2805,791,28.2,499,17.8,2371,30,3292,84.5
"Frenchtown borough, New Jersey",2017,646,374,57.9,558,212,38,641,214,33.4,0,287,66,23,52,18.1,306,28.2,556,86.1
"Garfield city, New Jersey",2017,11241,7941,70.6,12123,4939,40.7,13576,4498,33.1,367,7861,1591,20.2,2160,27.5,8805,40.7,9790,87.1
"Garwood borough, New Jersey",2017,1789,1080,60.4,1690,507,30,1902,595,31.3,59,985,169,17.2,309,31.4,945,30.6,1637,91.5
"Gibbsboro borough, New Jersey",2017,774,542,70,920,309,33.6,922,248,26.9,8,515,147,28.5,111,21.6,544,35.4,702,90.7
"Gibbstown CDP, New Jersey",2017,1481,1046,70.6,1417,371,26.2,1636,435,26.6,9,846,168,19.9,101,11.9,1301,48.1,1283,86.6
"Glassboro borough, New Jersey",2017,6224,4050,65.1,8512,4922,57.8,8174,3826,46.8,222,7300,768,10.5,4396,60.2,3584,31.7,5532,88.9
"Glen Gardner borough, New Jersey",2017,2459,2060,83.8,2604,583,22.4,3098,833,26.9,38,2608,520,19.9,410,15.7,604,12.7,2371,96.4
"Glen Ridge borough, New Jersey",2017,3901,3318,85.1,4379,1006,23,4652,954,20.5,120,3761,757,20.1,610,16.2,692,9,3694,94.7
"Glen Rock borough, New Jersey",2017,1822,1136,62.3,1761,655,37.2,1899,567,29.9,28,749,169,22.6,264,35.2,1383,43.3,1504,82.5
"Glendora CDP, New Jersey",2017,791,417,52.7,649,208,32,739,186,25.2,35,263,88,33.5,39,14.8,318,26.7,715,90.4
"Gloucester City city, New Jersey",2017,4075,2865,70.3,4133,1875,45.4,4559,1739,38.1,211,3001,510,17,689,23,3359,44.1,3476,85.3
"Golden Triangle CDP, New Jersey",2017,1522,986,64.8,1815,769,42.4,1967,470,23.9,62,1184,342,28.9,369,31.2,701,23.3,1342,88.2
"Great Meadows CDP, New Jersey",2017,14,14,100,23,8,34.8,15,0,0,0,2,0,0,2,100,16,44.4,14,100
"Green Knoll CDP, New Jersey",2017,2401,1644,68.5,2512,761,30.3,3001,715,23.8,80,1684,436,25.9,385,22.9,826,17.4,2138,89
"Greentree CDP, New Jersey",2017,4153,3321,80,4711,1321,28,4534,919,20.3,100,2697,652,24.2,570,21.1,872,10.9,3996,96.2
"Greenwich CDP, New Jersey",2017,718,652,90.8,875,231,26.4,942,238,25.3,41,951,188,19.8,179,18.8,122,8.2,709,98.7
"Griggstown CDP, New Jersey",2017,350,207,59.1,336,47,14,290,53,18.3,0,116,17,14.7,16,13.8,136,22.5,332,94.9
"Groveville CDP, New Jersey",2017,909,621,68.3,851,146,17.2,1036,324,31.3,0,507,113,22.3,137,27,501,31.4,821,90.3
"Guttenberg town, New Jersey",2017,4555,2705,59.4,4877,1981,40.6,5216,2216,42.5,143,2463,508,20.6,837,34,2453,28.6,4114,90.3
"Hackensack city, New Jersey",2017,18817,9973,53,18137,7643,42.1,19466,6899,35.4,612,7943,1526,19.2,2644,33.3,9776,29.7,16453,87.4
"Hackettstown town, New Jersey",2017,3389,2126,62.7,3859,1587,41.1,3966,1492,37.6,63,2787,369,13.2,1093,39.2,1820,29.5,2977,87.8
"Haddon Heights borough, New Jersey",2017,4195,3077,73.3,4233,913,21.6,4552,883,19.4,80,3246,724,22.3,365,11.2,754,9.7,3993,95.2
"Haddonfield borough, New Jersey",2017,2921,2052,70.2,2953,1003,34,3356,817,24.3,61,1772,373,21,498,28.1,1053,19.1,2588,88.6
"Hainesburg CDP, New Jersey",2017,27,6,22.2,27,0,0,12,6,50,0,6,6,100,0,0,21,63.6,22,81.5
"Haledon borough, New Jersey",2017,2581,2001,77.5,3382,1588,47,3416,1151,33.7,40,2507,520,20.7,809,32.3,2082,38.2,2361,91.5
"Hamburg borough, New Jersey",2017,1425,856,60.1,1255,341,27.2,1372,357,26,15,616,79,12.8,108,17.5,655,26.6,1265,88.8
"Hamilton Square CDP, New Jersey",2017,4264,3351,78.6,5201,1672,32.1,5749,1649,28.7,134,2884,604,20.9,853,29.6,2329,25.8,3964,93
"Hammonton town, New Jersey",2017,5155,3552,68.9,5569,2072,37.2,6327,2192,34.6,122,3721,710,19.1,800,21.5,3637,36.2,4431,86
"Hampton borough, New Jersey",2017,542,353,65.1,513,161,31.4,579,139,24,11,258,52,20.2,79,30.6,283,29.1,440,81.2
"Hancocks Bridge CDP, New Jersey",2017,78,60,76.9,82,19,23.2,71,16,22.5,3,46,12,26.1,5,10.9,42,31.1,66,84.6
"Harlingen CDP, New Jersey",2017,74,57,77,77,12,15.6,104,34,32.7,0,41,0,0,12,29.3,18,11.5,74,100
"Harmony CDP, New Jersey",2017,179,135,75.4,173,29,16.8,226,37,16.4,0,54,19,35.2,5,9.3,174,50.3,144,80.4
"Harrington Park borough, New Jersey",2017,1629,1332,81.8,1839,417,22.7,1881,349,18.6,48,1437,289,20.1,283,19.7,425,13.2,1575,96.7
"Harrison town, New Jersey",2017,5622,3745,66.6,6586,2844,43.2,6373,2236,35.1,202,4167,553,13.3,1564,37.5,3134,28.1,5183,92.2
"Harvey Cedars borough, New Jersey",2017,219,158,72.1,190,26,13.7,214,12,5.6,1,50,19,38,13,26,52,13.6,211,96.3
"Hasbrouck Heights borough, New Jersey",2017,4406,3306,75,4648,1620,34.9,5643,1736,30.8,74,2997,850,28.4,787,26.3,2186,25.4,3974,90.2
"Haworth borough, New Jersey",2017,1127,969,86,1389,351,25.3,1431,288,20.1,26,1036,312,30.1,212,20.5,324,13.8,1092,96.9
"Hawthorne borough, New Jersey",2017,6933,4766,68.7,7619,2729,35.8,7705,2134,27.7,218,4324,790,18.3,884,20.4,4279,32.4,6268,90.4
"Heathcote CDP, New Jersey",2017,2495,1743,69.9,2376,943,39.7,2705,838,31,103,1776,511,28.8,279,15.7,338,7.9,2345,94
"Helmetta borough, New Jersey",2017,869,631,72.6,867,321,37,1082,308,28.5,10,551,122,22.1,137,24.9,550,31.8,828,95.3
"High Bridge borough, New Jersey",2017,1461,928,63.5,1402,415,29.6,1411,343,24.3,55,826,160,19.4,144,17.4,582,22.9,1304,89.3
"Highland Lakes CDP, New Jersey",2017,1888,1479,78.3,1901,427,22.5,2074,439,21.2,50,853,180,21.1,122,14.3,1118,31.1,1761,93.3
"Highland Park borough, New Jersey",2017,5634,3527,62.6,5540,2172,39.2,5999,1932,32.2,173,4496,834,18.5,1632,36.3,1298,13.4,5266,93.5
"Highlands borough, New Jersey",2017,2712,1063,39.2,2400,1095,45.6,2087,543,26,0,687,97,14.1,252,36.7,1549,37,2434,89.7
"Hightstown borough, New Jersey",2017,2037,1292,63.4,2147,727,33.9,2394,671,28,135,950,121,12.7,295,31.1,727,18.1,1863,91.5
"Hillsdale borough, New Jersey",2017,3570,2907,81.4,4079,1247,30.6,4417,959,21.7,67,3070,776,25.3,639,20.8,1384,19.3,3407,95.4
"Hi-Nella borough, New Jersey",2017,366,199,54.4,331,131,39.6,372,156,41.9,22,179,23,12.8,82,45.8,210,36.4,334,91.3
"Hoboken city, New Jersey",2017,24812,10165,41,23829,13545,56.8,23402,12171,52,855,9774,576,5.9,5019,51.4,3591,8.6,23097,93.1
"Ho-Ho-Kus borough, New Jersey",2017,1449,1163,80.3,1428,287,20.1,1740,305,17.5,42,1248,297,23.8,148,11.9,207,7.6,1405,97
"Holiday City South CDP, New Jersey",2017,7507,3437,45.8,5021,768,15.3,7177,852,11.9,0,267,32,12,208,77.9,6164,51.4,5301,70.6
"Holiday City-Berkeley CDP, New Jersey",2017,2180,1123,51.5,1576,295,18.7,2139,332,15.5,20,176,64,36.4,62,35.2,1724,48.2,1462,67.1
"Holiday Heights CDP, New Jersey",2017,1231,585,47.5,702,65,9.3,1203,66,5.5,0,11,0,0,11,100,920,48.3,730,59.3
"Hopatcong borough, New Jersey",2017,5684,3948,69.5,6098,1946,31.9,6147,1461,23.8,80,3076,595,19.3,882,28.7,3742,35,5296,93.2
"Hope CDP, New Jersey",2017,65,44,67.7,69,26,37.7,61,0,0,0,21,0,0,0,0,30,23.1,56,86.2
"Hopewell borough, New Jersey",2017,764,521,68.2,708,169,23.9,836,182,21.8,16,492,69,14,65,13.2,156,11.2,741,97
"Hutchinson CDP, New Jersey",2017,37,37,100,42,4,9.5,42,5,11.9,0,24,0,0,4,16.7,34,45.3,28,75.7
"Interlaken borough, New Jersey",2017,359,247,68.8,349,88,25.2,390,72,18.5,6,113,34,30.1,20,17.7,91,13.5,337,93.9
"Iselin CDP, New Jersey",2017,6602,5159,78.1,8013,2231,27.8,8152,1567,19.2,242,4191,716,17.1,1090,26,3831,26,6038,91.5
"Island Heights borough, New Jersey",2017,666,445,66.8,585,145,24.8,761,185,24.3,29,322,51,15.8,79,24.5,297,25,612,91.9
"Jamesburg borough, New Jersey",2017,2198,1555,70.7,2390,797,33.3,2334,545,23.4,105,1508,368,24.4,271,18,1313,32.3,2015,91.7
"Jersey City city, New Jersey",2017,100049,60923,60.9,107476,49814,46.3,110522,44214,40,4033,61282,10078,16.4,20059,32.7,43900,23.5,88662,88.6
"Johnsonburg CDP, New Jersey",2017,16,16,100,13,0,0,23,7,30.4,0,46,7,15.2,7,15.2,0,0,16,100
"Juliustown CDP, New Jersey",2017,139,105,75.5,147,32,21.8,142,23,16.2,0,92,4,4.3,41,44.6,80,32.7,122,87.8
"Keansburg borough, New Jersey",2017,4052,2267,55.9,3758,1774,47.2,4312,1593,36.9,71,2540,386,15.2,727,28.6,2770,39.8,3296,81.3
"Kearny town, New Jersey",2017,13473,10132,75.2,17543,7365,42,17214,5487,31.9,543,10543,1840,17.5,3470,32.9,10450,35.6,12163,90.3
"Kendall Park CDP, New Jersey",2017,3256,2658,81.6,3961,1246,31.5,3817,835,21.9,114,2518,605,24,538,21.4,1389,20.8,3003,92.2
"Kenilworth borough, New Jersey",2017,2800,2071,74,3442,1103,32,3332,766,23,66,2103,471,22.4,472,22.4,1841,32.2,2562,91.5
"Kenvil CDP, New Jersey",2017,1049,764,72.8,1351,464,34.3,1188,303,25.5,64,742,162,21.8,211,28.4,584,28.1,921,87.8
"Keyport borough, New Jersey",2017,2984,1762,59,2843,1099,38.7,3063,784,25.6,92,1303,115,8.8,255,19.6,1776,33,2519,84.4
"Kingston CDP, New Jersey",2017,593,287,48.4,549,260,47.4,640,167,26.1,0,563,142,25.2,254,45.1,157,15.7,578,97.5
"Kingston Estates CDP, New Jersey",2017,2383,1641,68.9,2681,1220,45.5,2418,683,28.2,48,1835,405,22.1,573,31.2,833,20.3,2094,87.9
"Kinnelon borough, New Jersey",2017,3398,2899,85.3,4112,1359,33,4031,851,21.1,124,2763,825,29.9,429,15.5,1211,17.6,3257,95.9
"Lake Como borough, New Jersey",2017,690,360,52.2,714,364,51,583,159,27.3,20,287,60,20.9,70,24.4,264,23.4,631,91.4
"Lake Mohawk CDP, New Jersey",2017,412,264,64.1,410,155,37.8,493,162,32.9,0,309,90,29.1,122,39.5,185,26.2,360,87.4
"Lake Telemark CDP, New Jersey",2017,876,677,77.3,994,316,31.8,1035,299,28.9,26,879,196,22.3,228,25.9,682,39.8,772,88.1
"Lakehurst borough, New Jersey",2017,3504,2500,71.3,3477,937,26.9,4067,1061,26.1,57,2690,769,28.6,594,22.1,1202,19,3259,93
"Lakewood CDP, New Jersey",2017,10420,9107,87.4,15324,6044,39.4,15024,5153,34.3,1851,26924,4714,17.5,6291,23.4,5398,26.3,8216,78.8
"Lambertville city, New Jersey",2017,1988,1004,50.5,1799,690,38.4,1566,441,28.2,0,643,207,32.2,45,7,597,19.6,1863,93.7
"Laurel Lake CDP, New Jersey",2017,1237,799,64.6,1225,466,38,1297,393,30.3,54,869,181,20.8,100,11.5,1061,48.3,1081,87.4
"Laurel Springs borough, New Jersey",2017,707,484,68.5,805,341,42.4,790,195,24.7,18,479,93,19.4,166,34.7,433,32.8,659,93.2
"Laurence Harbor CDP, New Jersey",2017,2394,1608,67.2,2692,1090,40.5,2866,1112,38.8,181,1077,289,26.8,154,14.3,1747,35.7,2195,91.7
"Lavallette borough, New Jersey",2017,1003,661,65.9,878,136,15.5,1000,131,13.1,0,248,64,25.8,65,26.2,407,23.2,898,89.5
"Lawnside borough, New Jersey",2017,1148,661,57.6,1104,460,41.7,1360,527,38.8,14,549,127,23.1,121,22,761,35.4,957,83.4
"Lawrenceville CDP, New Jersey",2017,1806,1064,58.9,1584,522,33,1822,495,27.2,17,868,186,21.4,322,37.1,459,15.2,1727,95.6
"Lebanon borough, New Jersey",2017,775,483,62.3,694,272,39.2,813,203,25,9,425,122,28.7,146,34.4,345,27.5,727,93.8
"Leisure Knoll CDP, New Jersey",2017,1473,712,48.3,955,80,8.4,1444,78,5.4,0,32,0,0,32,100,894,38,1059,71.9
"Leisure Village CDP, New Jersey",2017,2368,886,37.4,1471,153,10.4,2019,199,9.9,0,47,0,0,11,23.4,1285,37,1678,70.9
"Leisure Village East CDP, New Jersey",2017,2301,873,37.9,1250,314,25.1,2136,153,7.2,0,5,0,0,5,100,1292,39,1696,73.7
"Leisure Village West CDP, New Jersey",2017,2188,1053,48.1,1505,235,15.6,2044,183,9,0,125,36,28.8,15,12,1824,53.2,1575,72
"Leisuretowne CDP, New Jersey",2017,2510,959,38.2,1583,582,36.8,2636,605,23,17,421,112,26.6,168,39.9,1593,41.6,1674,66.7
"Leonardo CDP, New Jersey",2017,993,717,72.2,1008,315,31.3,1129,290,25.7,49,555,146,26.3,176,31.7,528,29.5,942,94.9
"Leonia borough, New Jersey",2017,3281,2476,75.5,3516,1005,28.6,4154,1107,26.6,92,2489,584,23.5,638,25.6,1002,15.9,3053,93.1
"Lincoln Park borough, New Jersey",2017,3629,2621,72.2,4328,1521,35.1,4389,1099,25,158,2131,435,20.4,436,20.5,2390,31,3383,93.2
"Lincroft CDP, New Jersey",2017,2141,1724,80.5,2620,712,27.2,2505,457,18.2,14,1760,474,26.9,379,21.5,864,19.9,1789,83.6
"Linden city, New Jersey",2017,14319,10200,71.2,17287,7411,42.9,18039,6468,35.9,433,10608,2168,20.4,3594,33.9,10091,33.7,12479,87.1
"Lindenwold borough, New Jersey",2017,7096,4108,57.9,6299,3077,48.8,7753,3393,43.8,663,3709,716,19.3,1068,28.8,4204,36.7,5744,80.9
"Linwood city, New Jersey",2017,2569,1882,73.3,2768,810,29.3,2961,514,17.4,109,1601,418,26.1,277,17.3,1227,24.5,2341,91.1
